Unnamed: 0,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
329,M,1.4875,1.15,0.425,32.02076025,16.159215,7.24329725,7.5126175,10
330,F,1.3625,0.9625,0.375,31.70891575,15.37960375,6.93145275,8.06543275,9
331,I,0.9,0.75,0.2125,7.654365,3.35941575,1.814368,2.11203775,7
332,M,1.45,1.15,0.375,29.7386255,14.75591475,5.48562825,8.6465975,10
333,F,1.3,1.025,0.3875,20.6100865,8.2497045,5.20213325,6.6621325,12
334,I,1.25,0.95,0.3125,14.7133905,7.04485075,3.21766825,3.798833,8
335,I,0.85,0.65,0.2125,5.34388075,2.31048425,0.94970825,1.70097,6
336,M,0.95,0.725,0.3,8.0229085,3.33106625,1.85689225,2.4097075,9
337,I,1.2,0.875,0.3375,15.49300175,7.75358825,2.82077525,4.479221,8
338,I,1.25,0.975,0.3125,16.5277585,8.334753,3.742134,4.55009475,8
339,I,0.975,0.775,0.2625,7.55514175,3.35941575,1.48834875,2.2963095,8
340,M,1.4125,1.0375,0.3125,18.9091165,8.561549,4.37999775,5.2446575,7
341,F,1.6875,1.4125,0.4875,52.09220625,21.67319275,10.24834425,15.6772735,12
342,I,0.7375,0.55,0.1625,3.67126025,1.474174,0.793786,0.9922325,6
343,I,0.75,0.575,0.2125,3.3168915,1.417475,0.49611625,1.17650425,6
344,M,1.6125,1.2625,0.4125,37.0527965,12.28950825,7.427569,14.74174,10
345,I,1.375,1.0875,0.35,22.66542525,8.3631025,5.40057975,6.747181,10
346,M,1.2125,0.9625,0.3125,13.53688625,5.6699,2.22543575,4.819415,12
347,F,1.5125,1.1375,0.3625,24.437269,9.468733,5.62737575,8.50485,9
348,I,1.125,0.9,0.3125,12.757275,5.4147545,2.45223175,4.1106775,12
349,M,1.25,1.0,0.4125,23.3883375,7.200773,5.8116475,8.0796075,13
350,F,1.5625,1.25,0.4375,36.0889135,15.989118,8.561549,10.602713,9
351,M,1.575,1.325,0.4375,40.07201825,18.9091165,8.34892775,10.07824725,13
352,M,0.9625,0.6875,0.2875,7.61184075,2.76407625,2.33883375,2.4097075,8
353,F,1.7375,1.3125,0.5125,51.55356575,23.2182405,11.41067375,12.82814875,13
354,I,1.475,1.15,0.3125,21.4038725,9.468733,4.252425,6.747181,9
355,F,1.5625,1.225,0.4375,31.39707125,12.71475075,6.13766675,10.19164525,8
356,F,1.65,1.3125,0.5,41.4753185,18.49804875,8.49067525,11.963489,11
357,F,0.825,0.65,0.2,5.6699,1.77184375,1.417475,1.984465,9
358,M,1.0,0.75,0.3125,11.8217415,5.4147545,2.551455,3.33106625,9
359,M,1.7375,1.325,0.375,41.8722115,18.07280625,8.57572375,12.190285,14
360,M,1.4,1.125,0.3625,26.52095725,12.0485375,4.66349275,7.72523875,11
361,I,1.3375,1.0,0.325,18.6256215,8.03708325,4.592619,4.9611625,7
362,M,1.125,0.875,0.325,13.04077,4.932813,3.1467945,3.8271825,8
363,M,1.3875,1.1,0.375,30.957654,11.793392,6.010094,12.48795475,15
364,F,1.55,1.2125,0.4125,33.055517,13.6928085,6.747181,10.0640725,13
365,I,0.7125,0.5375,0.15,2.65067825,0.8788345,0.6520385,0.850485,6
366,F,1.5625,1.225,0.3875,34.26037075,13.1825175,4.592619,11.6516445,11
367,M,1.5,1.1875,0.3875,32.27590575,14.231449,6.50621025,8.788345,9
368,I,1.175,0.925,0.35,14.13222575,5.93922025,3.47281375,4.1106775,10
369,M,1.4375,1.1125,0.425,28.98736375,15.5638755,6.16601625,6.463686,9
370,M,1.25,0.9625,0.3,17.95940825,6.53455975,3.5436875,6.6621325,14
371,I,1.3,0.9875,0.2875,18.27125275,8.94426725,3.52951275,5.273007,11
372,I,0.7875,0.6,0.175,3.8838815,1.54504775,0.89300925,1.13398,8
373,F,1.75,1.35,0.5375,56.075311,18.92329125,8.85921875,20.128145,24
374,F,1.2625,0.975,0.3125,15.43630275,6.973977,4.252425,3.98310475,7
375,I,1.025,0.75,0.225,7.93786,3.9972795,1.63009625,2.1262125,8
376,M,1.625,1.2375,0.4,34.23202125,15.592225,7.64019025,9.07184,10
377,I,0.6125,0.4375,0.1375,2.22543575,1.13398,0.510291,0.56699,5
378,M,1.3625,1.075,0.3875,22.77882325,11.5949455,4.082328,6.463686,7
379,I,1.3125,1.0125,0.375,22.5378525,8.71747125,5.8116475,7.2291225,14
380,M,1.3875,1.1,0.375,23.756881,11.77921725,4.139027,6.520385,8
381,I,0.925,0.6875,0.2,6.59125875,2.6365035,1.587572,2.041164,6
382,I,0.6875,0.4875,0.175,2.48058125,0.97805775,0.623689,0.72291225,4
383,M,1.45,1.125,0.35,28.7180435,10.77281,6.123492,10.20582,14
384,M,1.525,1.225,0.4,31.524644,13.1825175,6.463686,9.6671795,10
385,F,0.925,0.7125,0.2625,7.654365,3.18931875,1.65844575,2.36718325,9
386,F,1.2625,0.975,0.2875,18.71067,8.63242275,4.40834725,4.9611625,8
387,I,1.0125,0.7625,0.2625,10.27669375,4.43669675,1.99863975,3.5436875,10
388,M,1.725,1.35,0.4625,48.477645,21.89998875,10.92873225,12.26115875,8
389,M,1.375,1.05,0.4,38.00250475,17.93105875,8.8166945,9.752228,10
390,M,1.3125,1.0875,0.3875,30.1922175,13.777857,6.6054335,8.0796075,8
391,M,1.375,1.125,0.3875,22.38193025,9.7238785,4.5075705,7.087375,12
392,I,1.2125,0.9125,0.3125,12.076887,4.6209685,2.73572675,4.2807745,8
393,M,1.5625,1.1875,0.4,30.74503275,14.18892475,6.67630725,8.80251975,10
394,M,1.5875,1.2875,0.425,36.1456125,14.4298955,8.107957,9.63883,16
395,M,1.6125,1.3125,0.4,42.73687125,21.13455225,6.9456275,12.26115875,11
396,M,1.2625,0.9625,0.2625,15.66309875,6.7755305,3.52951275,4.40834725,9
397,F,1.225,1.0,0.3625,18.80989325,5.953395,3.67126025,7.12989925,13
398,F,1.5125,1.175,0.3875,27.612413,11.1413535,6.350288,9.48290775,9
399,M,1.4,1.125,0.4625,30.333965,10.78698475,4.9611625,11.623295,19
400,F,1.875,1.375,0.4875,51.95045875,23.530085,10.375917,12.47378,11
401,I,0.9875,0.8125,0.2625,8.674947,3.1467945,2.08368825,2.6932025,8
402,I,1.05,0.7875,0.25,9.73805325,4.4508715,2.25378525,2.551455,6
403,M,1.45,1.15,0.4,30.1355185,14.5432935,7.66853975,7.44174375,9
404,I,0.5875,0.425,0.1625,1.77184375,0.6520385,0.396893,0.623689,6
405,M,1.7375,1.375,0.55,43.98424925,16.045817,10.87203325,12.6155275,13
406,F,1.5875,1.2625,0.4625,36.95357325,14.2030995,8.3631025,11.623295,17
407,I,1.475,1.175,0.3625,27.612413,12.8423235,6.690482,8.1930055,8
408,M,1.575,1.325,0.45,36.27318525,17.519991,7.257472,8.9300925,9
409,I,0.95,0.7125,0.2375,6.8889285,2.53728025,1.88524175,2.1262125,7
410,M,1.5625,1.2375,0.3875,29.72445075,13.8062065,6.010094,9.11436425,11
411,F,1.275,1.0,0.325,16.25843825,6.2085405,3.86970675,5.5281525,13
412,F,1.0875,0.8125,0.275,12.28950825,5.046211,2.79242575,4.3941725,7
413,I,1.45,1.1125,0.375,25.13183175,10.8578585,5.9250455,7.2291225,11
414,I,1.3125,0.95,0.3375,17.4349425,7.3992195,4.5075705,4.9611625,8
415,M,1.125,0.85,0.325,10.53183925,4.55009475,2.25378525,2.9766975,9
416,F,1.3625,1.1,0.4375,21.95668775,8.46232575,5.31553125,7.5126175,11
417,F,1.2,1.0,0.3125,21.5172705,6.02426875,5.0745605,6.80388,15
418,M,1.475,1.175,0.375,28.22192725,13.6361095,6.577084,6.80388,8
419,I,0.9,0.675,0.225,6.577084,3.40194,1.23320325,1.587572,8
420,M,1.65,1.2375,0.4875,46.13881125,16.839603,10.19164525,13.7495075,10
421,M,1.375,1.15,0.325,20.08562075,8.6465975,4.12485225,5.8116475,12
422,I,1.1,0.85,0.3125,13.87708025,4.91863825,2.48058125,5.6699,13
423,F,1.3625,1.0875,0.375,19.43358225,8.23552975,4.1106775,6.3786375,10
424,I,1.4,1.0875,0.325,22.0275615,10.035723,4.9044635,6.293589,9
425,I,1.025,0.7625,0.25,7.49844275,2.83495,1.85689225,2.4097075,7
426,F,1.7,1.375,0.4375,50.972401,23.1048425,11.12717875,12.8990225,19
427,F,1.5625,1.225,0.4125,31.9498865,13.5227115,6.70465675,9.02931575,9
428,I,1.375,1.05,0.2875,18.937466,8.29222875,3.8838815,5.9250455,11
429,M,1.45,1.125,0.35,23.359988,9.82310175,5.00368675,7.4559185,10
430,I,1.125,0.9125,0.3125,13.097469,6.05261825,2.79242575,3.72795925,8
431,I,0.9,0.675,0.225,5.88252125,2.778251,1.1056305,1.757669,6
432,F,1.175,0.9125,0.2625,11.92096475,4.6209685,2.93417325,3.96893,9
433,M,1.1875,0.9625,0.3,15.932419,8.1930055,2.56562975,4.3374735,8
434,M,1.5875,1.2375,0.425,38.82464025,18.6256215,8.66077225,10.3475675,10
435,M,1.575,1.2125,0.3875,36.230661,18.0586315,7.7961125,8.788345,8
436,I,1.3125,1.0,0.35,18.540573,8.6465975,4.53592,4.7910655,7
437,M,1.3125,0.95,0.3125,18.427175,8.5898985,4.3941725,4.5075705,7
438,M,1.325,1.025,0.35,19.3060095,8.77417025,4.01145425,5.20213325,6
439,I,0.75,0.55,0.1625,3.38776525,1.474174,0.43941725,0.9922325,5
440,M,1.375,1.125,0.425,22.963095,8.9867915,4.4508715,6.23689,11
441,I,1.05,0.7625,0.225,9.298636,4.762716,1.74349425,2.324659,6
442,M,1.475,1.1375,0.3875,25.10348225,10.999606,5.329706,7.7961125,10
443,F,1.6625,1.2875,0.45,39.3774555,16.85377775,9.185238,11.1980525,10
444,I,1.0625,0.775,0.2375,8.71747125,3.9405805,2.11203775,2.6365035,7
445,M,1.1125,0.925,0.3125,14.5999925,7.07320025,2.4664065,4.5075705,9
446,I,0.6,0.4375,0.1375,1.99863975,0.7087375,0.396893,0.5953395,5
447,F,1.45,1.0875,0.375,23.643483,12.133586,4.29494925,6.520385,8
448,I,0.8125,0.625,0.1375,4.706017,2.154562,1.4458245,1.2757275,5
449,M,1.475,1.225,0.4125,34.2178465,15.8473705,6.6621325,8.7599955,10
450,M,1.4625,1.1375,0.35,27.499015,13.097469,5.2446575,8.3631025,9
451,I,1.0,0.7875,0.225,9.19941275,4.2807745,2.0695135,2.494756,8
452,F,1.125,0.875,0.3375,15.87572,6.5487345,3.8838815,4.1106775,13
453,F,1.65,1.2375,0.525,43.885026,20.525038,9.99319875,11.12717875,10
454,M,1.7875,1.3125,0.5,53.580555,26.932025,12.360382,12.20445975,10
455,F,1.4,1.1375,0.4,27.4139665,12.82814875,5.8683465,7.767763,9
456,I,0.9,0.6625,0.225,5.82582225,2.721552,1.0489315,1.65844575,7
457,M,1.0625,0.7625,0.275,10.1774705,4.9044635,2.48058125,2.76407625,9
458,I,1.325,1.075,0.35,19.1926115,8.448151,2.73572675,6.520385,8
459,F,1.4625,1.1625,0.35,25.741346,10.8011595,4.57844425,8.9300925,13
460,I,0.875,0.7,0.1875,5.556502,2.324659,1.13398,1.814368,8
461,M,1.375,1.0625,0.4,22.4811535,9.7238785,5.76912325,6.0951425,9
462,M,1.85,1.425,0.45,53.08443875,25.84056925,12.1052365,12.643877,10
463,M,1.625,1.3125,0.4375,41.71628925,19.1359125,8.9300925,11.3114505,11
464,F,1.6375,1.3625,0.4125,45.99706375,18.58309725,8.4765005,14.5432935,12
465,F,1.125,0.8625,0.2875,14.061352,5.40057975,3.3168915,3.96893,12
466,I,1.1375,0.875,0.3375,15.20950675,8.09378225,2.42388225,3.75630875,7
467,I,0.7375,0.5625,0.2,3.515338,1.37495075,0.907184,1.13398,9
468,F,1.2125,0.9875,0.4,18.71067,7.01650125,3.628736,6.6621325,14
469,F,1.55,1.2125,0.4375,36.0322145,15.0535845,8.71747125,10.489315,11
470,F,1.45,1.125,0.3875,26.365035,10.9145575,6.973977,7.5126175,9
471,M,1.2,0.9375,0.3,16.7120303,7.18659825,3.628736,4.876114,11
472,F,1.425,1.05,0.4,25.16018125,12.23280925,5.42892925,6.3219385,8
473,M,1.675,1.3,0.4375,41.82968725,17.78931125,10.7444605,10.602713,10
474,F,1.5875,1.2375,0.4875,36.7693015,15.762322,8.46232575,10.489315,11
475,I,1.65,1.3125,0.45,48.00987825,17.08057375,11.35397475,11.90679,15
476,I,1.3125,1.0,0.35,19.71707725,6.81805475,4.53592,7.1724235,10
477,M,1.8875,1.45,0.5125,56.88327175,23.51591025,11.38232425,16.8679525,10
478,I,1.3,1.0,0.325,16.51358375,6.6054335,3.86970675,5.10291,10
479,F,1.7875,1.4625,0.575,58.75433875,24.53649225,11.60912025,16.0174675,10
480,I,1.2875,1.05,0.375,19.06503875,7.24329725,3.78465825,6.6621325,10
481,I,0.8875,0.7,0.25,6.44951125,2.65067825,1.28990225,2.4097075,11
482,M,1.0,0.7625,0.2125,8.4198015,3.061746,1.99863975,2.83495,10
483,M,1.2125,0.925,0.35,16.23008875,5.783298,4.01145425,4.9611625,10
484,M,1.575,1.2875,0.425,39.2640575,18.01610725,8.37727725,10.77281,11
485,F,1.4875,1.1625,0.375,29.07241225,11.679994,7.78193775,8.1930055,11
486,M,1.4,1.1375,0.4125,24.38057,11.38232425,4.80524025,6.9456275,11
487,F,1.625,1.25,0.475,41.503668,18.18620425,9.6104805,12.03436275,9
488,F,1.1,0.8625,0.2625,12.14776075,4.6776675,2.3530085,3.742134,11
489,M,1.1625,0.9,0.2875,16.42853525,8.3631025,3.95475525,3.40194,7
490,F,1.375,1.1,0.375,25.35862775,8.91591775,4.2807745,9.07184,19
491,M,1.4125,1.175,0.4875,32.375129,10.9712565,7.314171,9.922325,17
492,M,1.5,1.175,0.4125,30.0221205,14.288148,6.8322295,7.7961125,9
493,I,1.4,1.0875,0.3375,20.41164,9.3269855,2.9199985,7.1157245,11
494,M,1.425,1.1125,0.375,27.99513125,14.288148,5.8683465,7.0590255,8
495,I,1.1875,0.9125,0.25,3.72795925,5.74077375,2.48058125,3.4869885,7
496,M,1.4125,1.125,0.35,28.50542225,10.73028575,6.917278,7.5126175,12
497,M,1.3625,1.125,0.375,27.725811,9.53960675,5.40057975,8.50485,11
498,F,1.375,1.1,0.3875,26.818627,8.8733935,5.17378375,9.4970825,16
499,I,1.1,0.8625,0.25,10.375917,3.458639,2.56562975,3.40194,13
500,M,1.2625,0.95,0.325,18.597272,6.4353365,5.06038575,6.23689,13
501,F,2.0,1.575,0.4875,71.610837,26.4500835,16.726205,17.57669,23
502,F,1.2375,0.9625,0.3375,18.78154375,8.51902475,4.63514325,5.2446575,11
503,M,1.3125,1.0125,0.3375,21.47474625,9.36950975,6.123492,5.5281525,10
504,F,1.8,1.45,0.4875,59.6189985,29.10076175,13.60776,15.23785625,10
505,M,1.4875,1.0875,0.4,29.9654215,12.06271225,6.350288,8.788345,9
506,M,1.4125,1.075,0.375,23.5584345,12.03436275,4.91863825,6.2085405,10
507,F,1.5875,1.1875,0.375,33.57998275,15.1102835,8.7032965,8.2497045,10
508,F,1.4625,1.0875,0.4375,27.839209,11.49572225,7.07320025,7.654365,10
509,F,1.425,1.125,0.4375,27.08794725,10.77281,4.72019175,8.3631025,18
510,M,1.5875,1.2375,0.4875,33.225614,12.6155275,8.83086925,9.85145125,11
511,M,1.4875,1.1875,0.4125,34.3879435,17.6050395,6.90310325,7.767763,9
512,F,1.325,1.0,0.4125,21.885814,8.09378225,5.59902625,6.520385,12
513,I,1.2125,0.925,0.25,14.5432935,6.2085405,3.04757125,3.685435,7
514,I,1.3125,1.025,0.4375,24.777463,10.16329575,5.8683465,5.8116475,18
515,M,1.325,1.0875,0.3875,19.8163005,8.164656,4.52174525,5.8116475,10
516,F,1.8,1.4,0.4375,48.94541175,18.0586315,9.68135425,14.8834875,17
517,F,1.575,1.2125,0.475,35.25260325,13.13999325,8.66077225,11.056305,21
518,F,1.55,1.1875,0.4375,28.81726675,12.34620725,6.066793,9.2135875,10
519,F,1.55,1.275,0.375,41.276872,16.4710595,8.15048125,9.07184,13
520,I,1.175,0.8625,0.3,10.44679075,4.32329875,1.74349425,3.5436875,8
521,M,1.575,1.2625,0.425,30.94347925,13.08329425,7.540967,8.50485,9
522,F,1.25,0.9375,0.35,17.123098,6.860579,4.01145425,5.0745605,15
523,M,1.5,1.1625,0.3875,28.81726675,14.514944,6.98815175,6.3786375,10
524,M,1.2125,0.9625,0.2625,15.762322,8.391452,2.948348,3.7704835,7
525,M,1.5375,1.175,0.3875,34.0194,14.41572075,9.07184,8.278054,8
526,M,1.175,0.925,0.3,16.42853525,8.3064035,6.4353365,3.96893,9
527,M,1.175,0.9375,0.325,16.42853525,6.08096775,4.649318,5.5281525,13
528,M,1.1625,0.875,0.3,14.75591475,5.71242425,4.60679375,5.2446575,11
529,F,1.2875,0.9375,0.275,17.19397175,8.51902475,3.7137845,4.252425,6
530,M,1.525,1.2,0.4125,35.266778,17.98775775,7.2858215,8.6465975,12
531,M,1.0125,0.7625,0.3,9.02931575,3.50116325,2.56562975,2.6932025,7
532,I,0.95,0.725,0.25,6.7188315,3.061746,1.11980525,2.324659,6
533,M,1.3125,1.0125,0.4,22.452804,8.958442,4.12485225,7.93786,13
534,F,1.0,0.775,0.2875,9.82310175,4.18155125,1.97029025,3.2601925,10
535,M,1.1125,0.875,0.2875,10.24834425,4.43669675,1.97029025,3.3168915,8
536,I,1.55,1.2125,0.45,33.40988575,13.25339125,7.52679225,11.056305,13
537,F,1.45,1.15,0.45,29.80949925,11.60912025,7.35669525,7.824462,8
538,M,1.95,1.5,0.525,72.234526,33.86347775,16.28678775,19.12173775,11
539,M,1.525,1.2125,0.3625,37.71900975,22.1976585,6.39281225,8.12213175,9
540,I,0.575,0.45,0.125,1.814368,0.60951425,0.38271825,0.56699,5
541,I,0.9125,0.6625,0.3375,6.27941425,2.9766975,1.3324265,1.71514475,7
542,M,1.4625,1.1625,0.4125,25.0893075,11.41067375,4.60679375,7.767763,10
543,I,1.25,1.025,0.35,18.75319425,7.32834575,4.60679375,5.556502,9
544,F,1.325,1.0875,0.425,23.11901725,8.46232575,4.3941725,7.7961125,13
545,F,1.2875,0.975,0.325,16.31513725,5.59902625,3.685435,5.23048275,9
546,M,1.6,1.2125,0.375,31.127751,14.72756525,6.293589,9.00096625,10
547,F,1.1375,0.875,0.3125,12.71475075,4.49339575,2.891649,3.78465825,16
548,M,1.625,1.3625,0.4,35.22425375,13.8062065,8.391452,13.60776,15
549,I,0.875,0.6625,0.275,5.9250455,1.871067,1.6726205,2.1262125,9
550,I,1.15,0.8875,0.275,12.06271225,5.71242425,2.2963095,3.685435,7
551,F,1.075,0.8125,0.3,12.6155275,4.6776675,2.82077525,4.3941725,8
552,F,1.5875,1.2625,0.4125,35.4652245,16.3576615,6.4353365,10.84368375,11
553,I,1.25,0.925,0.2875,16.28678775,8.674947,3.175144,3.9972795,7
554,I,1.2,0.8875,0.275,12.74310025,5.6982495,2.5231055,3.96893,8
555,F,1.725,1.3625,0.5125,54.7995835,22.26853225,12.1619355,14.118051,13
556,I,0.95,0.6875,0.2375,6.87475375,3.005047,1.37495075,5.953395,6
557,F,1.375,1.0375,0.3375,23.09066775,12.1052365,5.25883225,4.9611625,8
558,F,1.5125,1.1875,0.4125,29.937072,12.2753335,6.22271525,10.1207715,9
559,I,1.0875,0.8625,0.3,12.68640125,6.2652395,3.175144,3.5436875,7
560,F,1.6125,1.225,0.4,32.431828,14.21727425,8.1930055,9.0434905,8
561,M,1.575,1.225,0.3875,34.8415355,15.1669825,8.221355,9.4970825,11
562,F,1.55,1.275,0.5125,38.20095125,13.53688625,7.27164675,13.60776,14
563,M,1.2125,0.925,0.3875,27.442316,11.8784405,6.95980225,6.70465675,9
564,I,1.0875,0.8875,0.3125,11.55242125,4.35164825,2.097863,4.6776675,9
565,M,1.4375,1.0875,0.3375,28.122704,12.246984,6.30776375,6.7755305,10
566,F,1.1875,0.975,0.3,15.03940975,6.05261825,3.27436725,4.819415,10
567,M,1.5625,1.2,0.4,32.36095425,16.42853525,6.08096775,8.221355,9
568,F,1.5125,1.225,0.375,32.16250775,12.20445975,7.15824875,9.922325,10
569,F,1.5625,1.2125,0.4375,38.96638775,20.79435825,7.69688925,9.412034,9
570,I,0.9875,0.775,0.2125,8.9867915,4.3374735,1.43164975,2.65067825,7
571,F,1.45,1.1875,0.4125,29.44095575,11.736693,7.37087,8.6465975,13
572,F,1.45,1.0875,0.3875,24.90503575,12.0485375,4.77689075,6.87475375,10
573,M,1.325,1.025,0.3875,20.28406725,7.95203475,4.77689075,6.066793,11
574,I,1.15,0.875,0.275,13.25339125,6.02426875,2.8066005,3.89805625,7
575,F,1.6125,1.25,0.45,36.24483575,15.15280775,8.49067525,9.7805775,13
576,F,1.8,1.375,0.5,56.59977675,25.61377325,13.2959155,14.78426425,10
577,F,1.3375,1.0375,0.4625,23.85610425,8.901743,4.49339575,8.50485,15
578,F,1.55,1.25,0.375,36.6559035,16.896302,8.88756825,10.035723,10
579,M,1.475,1.1,0.375,24.73493875,10.9712565,6.0951425,6.9456275,8
580,I,0.45,0.3375,0.2,0.9355335,0.41106775,0.1984465,0.283495,5
581,M,1.625,1.3125,0.4625,42.184056,18.8524175,9.5537815,10.716111,11
582,F,1.5125,1.175,0.4125,33.38153625,17.3215445,6.44951125,8.278054,9
583,I,1.0,0.75,0.275,8.9300925,3.0900955,1.8994165,3.40194,9
584,F,1.5875,1.25,0.4375,41.8722115,19.391058,8.51902475,11.056305,12
585,M,1.3125,1.025,0.325,28.066005,10.95708175,6.8889285,8.3631025,15
586,I,0.925,0.725,0.225,6.93145275,2.5231055,1.85689225,2.1262125,7
587,I,0.7875,0.525,0.15,3.5436875,1.70097,1.06310625,0.9922325,5
588,M,0.8625,0.675,0.2375,5.5848515,1.88524175,1.417475,1.984465,9
589,F,1.7,1.375,0.525,49.45570275,16.93882625,8.6465975,17.7184375,17
590,F,1.375,1.1,0.3375,23.91280325,12.303683,5.65572525,5.2446575,8
591,M,0.8,0.6,0.2125,4.819415,1.85689225,1.3324265,1.3891255,7
592,M,1.475,1.1625,0.4125,31.6096925,14.64251675,7.7394135,7.7961125,10
593,I,0.6375,0.475,0.125,2.3530085,0.83631025,0.60951425,0.7654365,6
594,M,0.9125,0.7125,0.2125,6.25106475,2.42388225,1.45999925,1.984465,9
595,I,1.625,1.3,0.375,35.096681,15.57805025,8.391452,9.36950975,10
596,M,1.2625,0.9125,0.2875,14.7700895,7.087375,2.721552,4.252425,8
597,I,0.875,0.6625,0.2375,5.6415505,2.0695135,1.3891255,1.70097,5
598,M,1.675,1.25,0.475,43.0628905,17.463292,10.999606,11.7650425,10
599,I,0.4875,0.375,0.1125,1.06310625,0.510291,0.170097,0.3118445,3
600,I,1.1375,0.8625,0.275,12.303683,5.8683465,2.42388225,3.44446425,8
601,M,0.8375,0.625,0.225,5.1312595,2.14038725,1.17650425,1.70097,7
602,F,1.3625,1.0375,0.5,38.498621,16.0741665,9.015141,11.4248485,10
603,M,1.5625,1.2,0.425,38.42774725,19.0225145,7.597666,9.59630575,10
604,F,1.5125,1.25,0.4625,31.70891575,13.2959155,7.32834575,9.4970825,9
605,M,1.4875,1.125,0.3625,27.1871705,13.1258185,5.85417175,7.18659825,10
606,F,1.1625,0.875,0.3375,17.76096175,7.3425205,4.09650275,4.9611625,8
607,I,1.3,0.975,0.325,15.71979775,6.67630725,3.10427025,5.37223025,7
608,I,1.025,0.775,0.275,8.9300925,3.515338,2.324659,2.6932025,9
609,I,1.125,0.85,0.2375,9.19941275,3.92640575,1.814368,2.9766975,8
610,M,1.875,1.4875,0.5125,62.95006475,30.7025085,11.9351395,17.860185,12
611,I,1.1375,0.9,0.2875,12.9557215,5.91087075,2.42388225,4.1673765,10
612,M,1.5,1.1875,0.425,32.07745925,14.401546,7.711064,8.7599955,10
613,F,1.625,1.275,0.3875,33.7075555,13.6928085,7.881161,10.33339275,13
614,I,1.125,0.8375,0.2625,10.262519,4.46504625,2.25378525,3.10427025,7
615,M,1.275,1.0,0.325,18.24290325,7.654365,4.72019175,5.8116475,12
616,I,1.1875,0.8875,0.25,14.27397325,7.18659825,2.5798045,3.96893,8
617,F,0.95,0.725,0.2625,7.2858215,2.8066005,1.4458245,2.4097075,10
618,I,0.6875,0.55,0.2,3.86970675,1.60174675,0.80796075,1.190679,6
619,I,1.4125,1.0875,0.3875,22.169309,7.69688925,4.762716,8.0796075,14
620,F,1.475,1.2125,0.5125,34.91240925,12.82814875,6.747181,11.90679,13
621,I,1.05,0.75,0.2625,8.958442,3.55786225,1.984465,2.93417325,7
622,M,0.8375,0.6625,0.2625,6.293589,2.65067825,1.587572,2.1262125,7
623,M,1.7,1.2875,0.4,34.99745775,17.519991,7.44174375,9.2135875,11
624,F,0.6875,0.4875,0.175,2.26796,0.8788345,0.60951425,0.7087375,5
625,I,1.1375,0.875,0.2625,12.60135275,6.0384435,3.0333965,3.16096925,7
626,I,1.2875,0.9875,0.3125,18.80989325,9.07184,3.96893,4.819415,8
627,I,0.9375,0.6875,0.225,6.180191,2.6365035,1.14815475,2.14038725,6
628,F,1.45,1.0625,0.3875,24.7491135,10.24834425,7.0590255,6.7755305,10
629,I,0.8625,0.6375,0.2375,5.1879585,2.1262125,1.09145575,1.70097,6
630,I,1.0125,0.7125,0.225,7.49844275,3.58621175,1.43164975,2.1262125,6
631,I,1.1125,0.8,0.3,10.716111,4.309124,2.33883375,3.40194,8
632,I,0.7125,0.5375,0.175,3.04757125,1.4458245,0.63786375,0.7654365,6
633,I,0.9375,0.6875,0.2125,6.23689,3.0900955,1.417475,1.71514475,7
634,I,1.425,1.1,0.325,21.72989175,9.8372765,5.06038575,5.726599,10
635,M,1.5125,1.1875,0.4375,35.50774875,15.80484625,8.66077225,9.7238785,9
636,F,1.6375,1.275,0.4,30.957654,11.226402,8.00873375,10.489315,14
637,I,1.2625,0.95,0.3375,15.26620575,7.49844275,2.6932025,4.6776675,9
638,F,1.4,1.0875,0.3125,24.87668625,9.48290775,6.08096775,8.221355,13
639,F,1.5,1.175,0.3375,27.499015,13.19669225,5.54232725,7.484268,11
640,I,0.95,0.6875,0.25,6.39281225,2.26796,1.3891255,2.4097075,10
641,I,1.15,0.8625,0.2875,11.94931425,5.37223025,2.891649,3.1467945,6
642,F,1.7,1.375,0.475,51.2275465,23.31746375,10.36174225,14.5999925,11
643,I,1.55,1.2125,0.425,34.246196,13.62193475,8.63242275,9.355335,15
644,I,1.4,1.0625,0.35,26.01066625,11.35397475,5.59902625,7.37087,10
645,I,1.0875,0.8625,0.2875,11.850091,6.293589,2.08368825,3.005047,7
646,F,1.4375,1.2,0.375,24.79163775,10.6310625,5.4714535,8.221355,12
647,F,1.55,1.2,0.4125,29.5685285,13.70698325,6.2652395,8.788345,10
648,M,1.45,1.15,0.45,32.4601775,13.60776,7.8528115,9.2135875,11
649,I,0.925,0.6875,0.25,6.50621025,2.50893075,1.31825175,1.984465,7
650,I,1.0875,0.85,0.3,11.226402,5.03203625,2.2963095,3.5436875,8
651,F,1.2875,1.0,0.3125,17.4349425,8.12213175,3.4869885,5.00368675,8
652,M,1.4375,1.1,0.3625,24.664065,11.18387775,6.22271525,6.3786375,8
653,M,1.275,1.0125,0.375,19.94387325,9.8372765,3.798833,5.34388075,8
654,I,0.625,0.475,0.15,2.16873675,1.020582,0.32601925,0.69456275,6
655,I,1.15,0.8625,0.2625,11.7650425,5.3013565,2.4664065,3.118445,8
656,M,1.3375,1.075,0.3875,22.24018275,9.31281075,4.7910655,6.9456275,10
657,M,1.725,1.2625,0.5,53.070264,25.3161035,11.38232425,13.60776,10
